101 8 4
[48 6 3] <70> 14,2 14,5 14,11 15,3 15,4 15,12 15,13 15,14 15,17 15,19 16,3 16,7 16,11 16,14 16,19 17,4 17,6 17,18 18,2 18,3 18,18 19,4 19,5 19,12 19,13 19,14 19,19 20,2 20,4 20,6 20,9 20,19 21,2 21,3 21,5 21,6 21,9 21,11 21,12 21,14 21,18 22,3 22,6 22,11 22,14 23,5 23,6 23,7 23,12 23,14 23,17 23,19 24,2 24,4 24,5 24,11 24,13 24,14 24,15 24,18 25,9 25,11 25,12 25,16 25,19 26,3 26,6 26,7 26,15 26,17 
[48 7 0] <64> 14,3 14,7 14,15 14,16 14,18 15,4 15,5 15,6 15,10 15,11 15,16 15,19 16,4 16,5 16,7 16,15 17,2 17,3 17,4 17,6 17,7 17,14 17,15 18,3 18,4 18,6 18,7 19,6 19,7 19,8 19,11 19,16 20,2 20,5 20,6 20,9 20,11 20,13 21,5 21,13 21,14 21,16 22,5 22,7 22,9 22,12 22,14 23,6 23,8 23,9 23,10 23,11 23,17 24,6 24,7 24,9 24,13 25,5 25,6 25,7 26,7 26,9 26,12 26,14 
[48 7 1] <63> 14,2 14,3 14,5 14,6 14,9 14,10 14,14 14,15 15,2 15,3 15,5 15,7 15,11 16,3 16,8 17,4 17,5 17,8 18,5 18,13 18,16 18,18 19,2 19,3 19,5 19,9 19,10 19,15 19,16 20,2 20,5 20,14 20,16 21,7 21,9 21,14 21,15 21,19 22,3 22,4 22,8 22,9 22,11 22,17 23,4 23,5 23,6 23,7 23,8 23,12 24,4 24,8 24,9 25,3 25,5 25,13 26,2 26,5 26,8 26,9 26,12 26,13 26,14 
[48 7 2] <52> 14,5 14,7 15,8 15,10 15,11 15,16 16,2 16,3 16,4 16,5 16,7 16,15 16,18 17,4 17,5 17,7 18,3 18,6 18,7 18,12 19,15 19,16 20,5 20,6 20,9 20,11 20,13 20,14 21,2 21,6 21,9 21,11 22,6 22,8 22,12 22,19 23,8 24,2 24,3 24,4 24,14 24,18 25,2 25,6 25,8 25,10 26,3 26,4 26,5 26,7 26,9 26,12 
[48 7 3] <51> 14,2 14,7 14,8 14,9 14,14 14,15 15,2 15,3 15,7 15,18 16,2 16,3 16,6 16,7 16,9 17,3 17,10 17,16 18,9 18,12 18,16 19,3 19,5 19,6 19,9 19,10 20,2 20,3 20,9 20,15 20,19 21,3 21,4 21,6 21,8 21,9 21,13 22,2 22,5 23,2 23,4 23,9 24,4 24,12 25,3 25,5 25,14 26,4 26,5 26,11 26,12 
[49 0 0] <28> 15,18 17,3 17,10 18,6 18,14 19,14 20,5 21,6 21,13 21,16 21,18 22,5 22,7 22,15 22,18 23,13 23,14 23,15 24,12 24,13 24,16 24,17 24,18 25,7 25,11 25,16 26,15 26,17 
[49 0 1] <45> 14,12 14,14 15,11 15,18 17,3 17,6 17,7 18,5 18,6 18,8 18,9 18,19 19,4 19,6 20,4 20,6 20,9 20,17 21,7 21,8 21,9 21,11 22,5 22,7 22,11 22,18 23,4 23,11 23,12 23,13 23,16 23,18 24,11 24,12 24,14 24,15 24,18 24,19 25,2 25,3 25,9 25,11 25,19 26,9 26,13 
[49 0 2] <40> 15,5 15,18 16,15 17,2 17,3 17,4 17,7 17,13 18,2 18,4 18,8 18,12 19,2 19,3 19,5 19,6 19,7 19,9 19,14 20,3 20,4 20,7 20,8 20,13 21,16 22,3 22,5 22,9 22,11 22,15 22,16 23,12 23,14 23,16 24,16 24,17 25,9 25,11 26,12 26,14 
[49 0 3] <23> 14,14 15,18 16,8 16,14 17,7 17,9 18,4 18,5 18,8 19,11 20,5 21,18 22,5 22,7 22,15 23,12 23,16 24,14 25,9 25,13 25,16 26,9 26,18 
[49 1 0] <16> 15,11 15,14 16,11 16,19 17,13 19,14 20,6 22,5 23,10 23,13 24,6 25,11 26,6 26,8 26,9 26,14 
[49 1 1] <11> 14,15 15,14 15,16 16,19 17,14 18,5 20,9 21,12 23,8 25,9 25,14 
[49 1 2] <29> 15,14 15,16 15,18 16,19 17,2 17,13 17,14 19,14 20,16 21,5 21,11 21,13 21,14 22,7 22,11 22,14 23,10 24,3 24,6 24,9 24,11 25,5 25,6 25,9 25,13 26,6 26,8 26,13 26,14 
[49 1 3] <8> 15,14 16,11 17,8 18,12 20,3 22,17 26,7 26,14 
[49 2 0] <65> 14,3 14,13 14,17 15,17 15,18 16,4 16,5 16,8 16,9 16,10 17,9 17,12 17,17 17,18 17,19 18,2 18,3 18,4 18,8 18,9 18,14 18,16 18,19 19,4 19,8 19,14 20,13 20,14 20,16 20,18 21,2 21,4 21,13 21,14 21,16 21,18 22,3 22,6 22,7 22,8 22,9 22,13 22,16 23,2 23,3 23,4 23,8 23,11 23,13 23,14 24,3 24,5 24,7 24,14 24,16 24,17 25,4 25,6 25,12 25,14 25,17 25,19 26,7 26,12 26,18 
[49 2 1] <70> 14,4 14,9 14,10 14,11 14,12 14,16 14,18 15,3 15,8 15,14 15,15 15,18 15,19 16,2 16,10 16,15 16,16 16,19 17,3 17,12 17,14 17,17 17,18 18,4 18,5 18,9 18,15 18,18 19,3 19,6 19,10 19,11 20,2 20,3 20,7 20,8 20,13 21,4 21,5 21,9 21,13 21,16 21,19 22,12 22,13 22,14 22,18 23,16 24,2 24,3 24,5 24,10 24,12 24,14 24,15 25,5 25,7 25,9 25,10 25,15 25,17 25,19 26,4 26,5 26,7 26,13 26,15 26,16 26,17 26,19 
[49 2 2] <66> 14,8 14,17 15,5 15,16 15,18 15,19 16,4 16,5 16,6 16,7 16,10 16,11 16,16 16,17 17,6 17,10 17,15 17,18 17,19 18,2 18,3 18,4 18,6 18,7 18,9 18,10 18,19 19,3 19,9 19,16 19,18 19,19 20,3 20,6 20,8 21,5 21,8 21,15 21,18 22,3 22,9 22,10 22,11 22,13 22,17 23,2 23,3 23,4 23,8 24,4 24,6 24,7 24,9 24,18 25,2 25,3 25,7 25,8 25,9 25,12 25,13 25,14 25,18 25,19 26,10 26,15 
[49 2 3] <63> 14,2 14,4 14,10 14,11 14,12 14,14 15,3 15,11 15,18 15,19 16,8 16,10 16,12 16,17 16,18 17,17 17,18 17,19 18,4 18,6 18,7 18,9 18,14 18,18 19,2 19,4 19,10 19,12 19,16 19,17 20,7 20,8 20,10 20,13 21,3 21,11 21,16 22,3 22,8 22,9 22,12 22,17 23,3 23,7 23,18 24,2 24,3 24,9 24,10 24,11 24,14 24,15 25,3 25,4 25,10 25,11 25,15 26,4 26,7 26,11 26,16 26,18 26,19 
[49 3 0] <52> 14,2 14,5 14,6 15,4 15,5 15,6 15,7 15,12 15,14 16,16 17,3 17,11 17,17 18,2 18,4 18,7 18,8 18,17 19,4 19,6 19,8 19,13 19,14 19,19 20,2 20,3 20,5 20,8 20,13 20,14 20,15 21,2 21,5 21,7 21,8 21,12 21,13 22,13 22,15 23,6 23,8 23,9 23,18 24,15 25,5 25,7 26,4 26,5 26,6 26,8 26,11 26,15 
[49 3 1] <61> 14,2 14,9 14,11 14,12 15,2 15,3 15,5 15,6 15,9 15,10 15,12 15,14 15,17 16,6 16,12 16,15 17,2 17,3 17,17 18,5 18,9 18,11 18,17 19,2 19,3 19,4 19,6 19,9 20,8 21,4 21,5 21,6 21,10 21,17 21,19 22,9 22,10 22,11 23,3 23,6 23,10 23,11 23,18 24,3 24,4 24,8 24,9 24,13 24,19 25,3 25,4 25,7 25,8 25,14 26,3 26,7 26,8 26,13 26,16 26,17 26,18 
[49 3 2] <65> 14,2 14,5 14,8 14,10 14,17 15,2 15,6 15,7 15,9 15,14 16,3 16,5 16,9 16,12 16,14 16,16 16,18 17,2 17,3 17,4 17,8 17,10 17,13 17,18 18,3 18,5 18,8 18,9 18,15 19,3 19,5 19,6 19,10 19,14 19,17 20,2 20,3 20,6 20,8 20,9 20,10 20,13 21,4 21,5 21,7 21,11 21,15 22,6 22,7 22,8 22,14 23,2 23,5 23,18 24,3 24,4 24,8 25,5 25,9 25,18 26,5 26,7 26,11 26,16 26,17 
[49 3 3] <56> 14,3 14,9 14,14 14,17 15,7 16,3 16,9 16,10 16,11 16,13 16,17 16,18 17,3 17,12 18,2 18,4 18,5 18,11 18,19 19,3 19,6 19,10 19,14 19,16 20,8 20,10 20,18 21,2 21,6 21,10 21,11 21,14 21,16 22,3 22,5 22,8 22,9 22,11 22,13 22,17 23,2 23,8 23,10 23,17 23,19 24,3 24,11 25,6 25,8 25,12 25,17 26,2 26,4 26,6 26,8 26,16 
[49 4 0] <45> 14,2 14,5 14,7 14,9 14,14 15,5 15,17 16,2 16,4 16,9 17,5 17,14 18,4 18,6 18,15 18,17 18,18 19,6 19,16 20,7 20,13 21,9 21,12 21,13 21,14 21,16 22,4 22,6 23,2 23,5 23,6 23,12 23,14 23,17 24,2 24,10 24,17 25,3 25,12 25,13 25,16 25,18 26,5 26,12 26,13 
[49 4 1] <51> 14,7 14,9 14,17 14,19 15,13 15,14 16,9 16,11 16,14 16,15 17,4 17,5 17,9 17,10 17,13 17,16 19,3 19,4 19,5 19,7 19,8 19,10 19,11 19,14 19,15 20,5 20,7 20,14 20,17 21,3 21,6 21,9 21,19 22,6 23,7 23,9 23,11 23,12 23,14 23,16 23,17 24,2 24,4 24,15 25,5 25,8 25,11 25,15 26,5 26,14 26,18 
[49 4 2] <33> 15,5 15,7 15,8 15,14 16,10 17,5 17,10 17,16 17,17 18,4 18,6 18,7 18,14 18,15 19,9 19,16 20,6 20,7 20,10 20,16 21,7 21,11 22,14 22,17 23,5 24,7 25,7 25,8 25,14 25,17 25,19 26,13 26,15 
[49 4 3] <45> 14,5 14,7 14,19 15,5 15,12 15,14 16,2 16,4 16,10 17,2 17,12 17,13 18,2 18,3 18,4 18,10 18,16 18,17 19,4 19,9 19,11 19,16 20,16 21,6 21,9 21,17 21,18 22,8 22,10 22,17 23,7 24,4 24,9 24,10 24,14 24,15 24,16 24,17 24,18 25,8 25,17 26,12 26,14 26,15 26,16 
[49 5 0] <76> 14,3 14,12 14,13 14,18 14,19 15,2 15,4 15,6 15,9 15,13 15,14 15,19 16,2 16,5 16,6 16,16 16,17 17,2 17,5 17,10 17,13 17,16 17,18 18,8 18,10 18,11 18,15 18,17 18,18 19,5 19,6 19,12 19,13 19,14 19,17 19,18 19,19 20,3 20,8 20,12 20,17 21,4 21,8 21,10 21,14 21,19 22,4 22,7 22,8 22,9 22,12 22,13 22,14 22,16 22,17 23,2 23,3 23,4 23,6 23,8 23,14 23,16 24,2 24,12 24,13 24,17 24,18 25,5 25,8 25,11 25,14 25,19 26,3 26,6 26,10 26,12 
[49 5 1] <81> 14,2 14,5 14,8 14,9 14,14 14,16 15,6 15,7 15,8 15,11 15,12 15,18 16,8 16,14 16,18 16,19 17,4 17,5 17,6 17,9 17,13 18,5 18,6 18,7 18,10 18,13 18,15 18,17 19,3 19,5 19,10 19,13 19,14 19,16 20,3 20,5 20,8 20,16 20,18 21,2 21,4 21,6 21,13 21,16 21,18 22,2 22,5 22,7 22,9 22,11 22,12 22,13 22,16 22,18 22,19 23,6 23,7 23,8 23,18 23,19 24,2 24,9 24,16 24,19 25,2 25,3 25,4 25,5 25,8 25,14 25,15 25,16 26,2 26,3 26,4 26,6 26,7 26,10 26,13 26,14 26,16 
[49 5 2] <76> 14,2 14,3 14,5 14,8 14,16 15,3 15,5 15,9 15,19 16,5 16,6 16,8 16,10 16,14 17,3 17,4 17,8 17,13 18,4 18,6 18,13 18,17 18,18 19,5 19,6 19,7 19,12 19,13 19,14 19,16 19,17 20,2 20,12 20,13 20,15 20,16 21,5 21,14 21,15 21,17 22,3 22,4 22,5 22,7 22,8 22,14 22,15 22,16 22,17 22,18 22,19 23,2 23,3 23,5 23,8 23,12 23,13 23,14 23,15 24,9 24,11 24,17 24,18 25,3 25,4 25,5 25,9 25,18 26,2 26,3 26,6 26,7 26,10 26,12 26,17 26,18 
[49 5 3] <69> 14,5 14,6 14,9 14,11 15,5 15,13 15,14 15,17 15,19 16,7 16,15 17,4 17,5 17,6 17,10 17,12 17,13 17,14 17,17 17,18 18,2 18,6 18,12 18,13 18,14 18,17 19,2 19,3 19,4 19,5 19,11 19,13 19,14 19,17 20,2 20,5 20,6 20,10 20,15 20,17 21,4 21,5 21,6 21,16 21,17 21,19 22,2 22,5 22,7 23,4 23,5 23,6 23,7 23,12 24,3 24,4 24,5 24,11 24,13 24,15 25,5 25,7 25,8 25,13 25,14 25,15 25,17 26,3 26,10 
[49 6 0] <83> 14,4 14,6 14,11 14,12 14,13 14,15 14,19 15,4 15,7 15,8 15,12 16,3 16,4 16,6 16,7 16,8 16,11 16,14 16,16 16,18 17,2 17,3 17,7 17,11 17,12 17,14 17,17 17,18 18,3 18,4 18,6 18,8 18,12 18,17 19,3 19,5 19,9 19,10 19,15 19,16 19,17 20,2 20,5 20,8 20,17 21,3 21,4 21,5 21,8 21,10 21,13 21,14 21,17 21,18 21,19 22,5 22,7 22,9 22,13 22,16 22,17 22,18 23,2 23,4 23,12 23,14 23,15 23,17 23,18 24,9 24,13 24,17 25,5 25,7 25,14 25,15 26,2 26,5 26,10 26,11 26,15 26,18 26,19 
[49 6 1] <88> 14,2 14,4 14,6 14,7 14,8 14,9 14,14 14,15 15,2 15,3 15,5 15,6 15,13 15,14 15,17 15,18 16,3 16,5 16,7 16,8 16,11 16,16 16,17 17,5 17,7 17,10 17,12 17,17 17,18 18,3 18,6 18,10 18,11 18,13 18,14 19,2 19,3 19,5 19,6 19,11 19,13 19,15 19,17 20,2 20,6 20,7 20,10 20,11 20,15 21,4 21,6 21,11 21,12 21,13 21,14 21,15 22,4 22,7 22,9 22,11 22,12 22,13 22,14 22,16 22,18 23,4 23,5 23,6 23,7 23,8 23,18 24,4 24,5 24,8 24,9 24,13 24,18 25,3 25,8 25,11 25,12 25,13 25,14 26,5 26,7 26,9 26,10 26,13 
[49 6 2] <73> 14,5 14,6 14,7 14,9 14,10 14,11 14,12 14,13 14,17 15,2 15,6 15,7 15,15 16,3 16,4 16,10 16,11 16,14 16,16 16,18 17,2 17,4 17,6 17,13 17,17 18,3 18,4 18,5 18,8 18,9 18,11 18,14 18,15 18,17 18,19 19,3 19,7 19,9 19,10 19,13 19,16 20,3 20,5 20,8 20,14 20,16 21,9 21,10 21,13 21,14 21,18 21,19 22,2 22,10 22,14 23,2 23,4 23,6 23,9 23,17 24,3 24,6 25,2 25,3 25,8 25,9 25,17 26,3 26,4 26,6 26,8 26,13 26,15 
[49 6 3] <72> 14,2 14,5 14,7 14,15 14,19 15,3 15,4 15,13 15,14 15,17 15,19 16,3 16,6 16,7 16,14 17,4 17,6 17,8 18,2 18,8 19,4 19,5 19,6 19,17 19,19 20,4 20,6 20,18 20,19 21,2 21,3 21,5 21,6 21,11 21,12 22,3 22,6 22,7 22,12 22,14 22,16 23,5 23,6 23,8 23,9 23,13 23,15 23,17 23,19 24,2 24,4 24,5 24,8 24,11 24,13 24,14 24,15 24,18 25,6 25,8 25,9 25,11 25,12 25,13 25,18 26,3 26,6 26,13 26,15 26,16 26,17 26,18 
[49 7 0] <72> 14,3 14,7 14,8 14,16 14,18 15,4 15,10 15,11 15,16 15,17 15,19 16,4 16,5 16,7 16,9 16,15 17,2 17,7 17,9 17,14 17,15 18,3 18,6 18,7 18,16 19,6 19,7 19,8 19,10 19,11 19,13 19,16 19,17 20,2 20,3 20,4 20,6 20,9 20,11 20,13 21,3 21,5 21,9 21,13 21,16 21,17 22,2 22,7 22,9 22,14 23,6 23,10 23,11 23,15 24,6 24,7 24,8 24,9 24,13 25,5 25,6 25,7 25,14 26,3 26,7 26,8 26,9 26,10 26,12 26,14 26,15 26,17 
[49 7 1] <68> 14,2 14,3 14,4 14,5 14,7 14,8 14,10 14,14 14,15 15,2 15,3 15,5 15,6 15,9 15,11 15,17 15,18 16,3 16,8 17,4 17,6 17,8 17,10 18,5 18,9 18,13 18,18 19,2 19,3 19,5 19,9 19,10 19,16 20,2 20,13 20,17 21,5 21,7 21,8 21,9 21,14 21,15 21,17 22,3 22,8 22,9 22,11 22,13 22,17 23,3 23,4 23,6 23,7 23,11 23,14 24,4 24,9 24,14 25,3 25,5 25,13 26,5 26,8 26,9 26,12 26,13 26,14 26,18 
[49 7 2] <65> 14,2 14,4 14,5 14,6 14,7 14,18 15,8 15,11 16,2 16,3 16,4 16,5 16,18 17,5 17,7 17,14 18,3 18,6 18,7 18,12 18,13 19,2 19,3 19,7 19,8 19,11 19,15 19,16 20,6 20,9 20,11 20,13 20,14 20,15 20,17 21,2 21,3 21,7 21,9 21,11 21,17 22,6 22,8 22,9 22,19 23,8 23,11 23,12 24,3 24,4 24,6 24,10 24,17 24,18 25,2 25,8 25,10 25,12 26,3 26,4 26,6 26,7 26,8 26,10 26,12 
[49 7 3] <60> 14,2 14,8 14,9 14,14 14,15 14,16 15,2 15,8 15,14 15,18 16,2 16,3 16,5 16,6 16,9 16,13 16,19 17,3 17,9 17,10 17,16 18,4 18,9 18,12 18,16 19,2 19,3 19,5 19,6 19,9 19,15 19,16 20,13 20,19 21,3 21,4 21,8 21,9 21,12 21,13 22,2 22,5 22,8 22,10 23,4 23,6 23,8 23,9 23,18 24,4 24,14 25,3 25,5 25,8 25,14 26,4 26,5 26,9 26,12 26,16 
[50 0 0] <31> 15,18 16,2 16,17 17,3 17,10 18,6 18,14 19,6 19,17 20,2 20,5 21,6 21,9 21,13 21,18 22,5 22,6 22,12 22,15 22,18 23,8 23,15 23,18 24,12 24,13 24,16 24,17 24,18 25,7 25,16 26,15 
[50 0 1] <53> 14,12 14,14 15,11 15,18 16,6 16,18 17,6 17,7 17,15 17,17 18,6 18,8 18,9 18,13 18,15 18,19 19,4 19,6 19,17 20,4 20,6 20,17 21,4 21,6 21,7 21,8 21,9 21,13 21,18 22,5 22,7 22,11 22,18 23,2 23,4 23,10 23,11 23,18 24,4 24,10 24,11 24,17 24,18 25,2 25,3 25,7 25,8 25,9 25,11 25,19 26,13 26,14 26,16 
[50 0 2] <52> 15,5 15,18 16,15 17,2 17,3 17,4 17,7 17,13 17,16 18,2 18,4 18,12 18,15 19,2 19,5 19,6 19,7 19,8 19,9 19,14 20,3 20,4 20,8 20,12 20,13 20,15 21,7 21,18 21,19 22,3 22,5 22,7 22,9 22,11 22,12 22,13 22,15 22,16 23,12 23,14 23,16 24,8 24,11 24,16 24,17 25,9 25,14 25,19 26,12 26,13 26,14 26,17 
[50 0 3] <45> 14,14 15,18 16,8 16,14 17,3 17,7 17,9 18,4 18,5 18,8 18,15 18,16 19,6 19,11 19,18 20,5 20,12 21,7 21,8 21,18 22,5 22,7 22,9 22,12 22,15 23,4 23,5 23,7 23,12 23,14 23,15 23,16 24,2 24,8 24,14 24,19 25,9 25,11 25,13 25,16 25,17 25,18 26,9 26,10 26,18 
[50 1 0] <27> 15,3 15,11 15,14 16,4 16,19 17,5 17,13 18,12 18,19 19,9 19,14 20,6 20,16 21,11 21,13 22,5 23,10 23,16 24,6 24,16 25,4 25,9 25,11 26,6 26,8 26,9 26,14 
[50 1 1] <22> 14,12 15,16 16,10 16,11 17,5 17,14 17,18 18,5 19,10 20,9 21,12 21,14 22,5 22,17 23,4 23,8 23,17 24,8 25,9 25,14 26,7 26,14 
[50 1 2] <39> 14,16 15,14 15,18 16,19 17,2 17,14 19,18 20,6 21,5 21,11 21,12 21,13 21,14 22,7 22,8 22,11 22,14 22,17 23,6 23,10 23,18 24,3 24,6 24,9 24,11 24,14 25,4 25,5 25,6 25,9 25,11 25,13 26,6 26,8 26,12 26,13 26,14 26,15 26,18 
[50 1 3] <17> 16,11 16,14 17,4 17,8 18,12 19,12 20,3 20,6 20,17 21,11 22,13 22,17 23,10 26,6 26,7 26,10 26,14 
[50 2 0] <74> 14,3 14,13 14,15 15,11 15,14 16,5 16,9 16,10 16,17 17,6 17,9 17,11 17,12 17,13 17,15 17,17 17,19 18,2 18,4 18,8 18,10 18,11 18,14 19,3 19,4 19,8 19,9 19,14 20,6 20,9 20,13 20,14 20,16 20,17 20,18 21,2 21,4 21,6 21,13 21,14 21,16 21,18 21,19 22,3 22,6 22,7 22,8 22,13 23,2 23,3 23,4 23,8 23,11 23,13 23,14 23,16 24,3 24,4 24,5 24,7 24,9 24,13 24,14 24,16 25,4 25,6 25,10 25,12 25,14 25,17 25,19 26,7 26,14 26,18 
[50 2 1] <80> 14,9 14,10 14,11 14,14 14,16 15,3 15,8 15,10 15,13 15,15 15,18 15,19 16,2 16,7 16,10 16,13 16,16 17,2 17,3 17,8 17,14 17,16 17,17 17,18 18,4 18,5 18,9 18,11 18,15 18,18 19,3 19,6 19,11 19,19 20,2 20,3 20,4 20,8 20,14 20,16 21,3 21,4 21,5 21,9 21,12 21,13 21,16 21,19 22,3 22,7 22,8 22,10 22,12 22,13 22,14 22,16 22,18 23,14 23,16 23,19 24,2 24,4 24,9 24,10 24,14 24,15 25,3 25,5 25,7 25,9 25,12 25,15 25,17 25,19 26,4 26,5 26,7 26,15 26,18 26,19 
[50 2 2] <78> 14,4 14,8 14,13 14,17 14,18 15,5 15,7 15,18 15,19 16,4 16,5 16,6 16,7 16,10 16,11 16,16 16,17 16,19 17,6 17,15 17,19 18,2 18,4 18,6 18,9 18,10 18,12 18,17 18,19 19,8 19,14 19,18 19,19 20,2 20,3 20,8 21,2 21,5 21,8 21,12 21,13 21,14 21,15 21,16 21,18 22,7 22,9 22,10 22,11 22,13 22,16 22,17 23,2 23,3 23,4 23,8 23,10 24,4 24,5 24,6 24,7 24,9 24,18 25,2 25,3 25,6 25,7 25,8 25,9 25,12 25,14 25,18 25,19 26,4 26,10 26,15 26,17 26,19 
[50 2 3] <78> 14,2 14,4 14,8 14,10 14,11 14,13 14,14 14,17 15,3 15,6 15,15 15,18 15,19 16,3 16,8 16,9 16,10 16,12 16,18 17,5 17,18 17,19 18,4 18,6 18,7 18,8 18,9 18,10 18,14 18,15 18,18 18,19 19,2 19,3 19,4 19,10 19,12 19,16 19,17 20,2 20,7 20,8 20,10 20,11 20,18 21,6 21,7 21,14 21,16 22,3 22,7 22,12 22,13 22,17 23,3 23,7 24,2 24,3 24,7 24,10 24,11 24,14 25,2 25,3 25,4 25,11 25,15 25,16 25,17 26,3 26,4 26,7 26,8 26,11 26,13 26,16 26,18 26,19 
[50 3 0] <69> 14,2 14,5 14,14 14,16 15,4 15,5 15,6 15,7 15,12 15,14 15,16 16,3 16,11 16,14 16,16 17,11 17,17 18,2 18,4 18,17 18,19 19,4 19,5 19,6 19,8 19,11 19,13 19,14 19,19 20,3 20,4 20,5 20,12 20,13 20,14 20,16 21,2 21,5 21,7 21,10 21,11 21,12 21,13 21,14 21,16 22,7 22,8 22,13 22,15 23,3 23,6 23,7 23,8 23,18 24,3 24,5 24,6 24,15 24,16 25,7 25,10 25,13 26,2 26,5 26,6 26,7 26,8 26,11 26,15 
[50 3 1] <69> 14,2 14,9 14,11 14,12 14,14 15,3 15,6 15,12 15,14 15,17 16,6 16,9 16,10 16,12 16,15 16,16 17,17 18,5 18,9 18,14 18,16 19,2 19,3 19,4 19,5 19,6 19,10 19,14 20,5 20,8 20,13 20,14 21,4 21,5 21,10 21,13 21,15 21,17 21,19 22,9 22,11 22,16 22,17 23,3 23,6 23,7 23,10 23,11 23,18 24,2 24,3 24,4 24,9 24,13 24,16 24,18 24,19 25,3 25,4 25,7 25,8 25,14 26,2 26,3 26,7 26,8 26,16 26,17 26,18 
[50 3 2] <73> 14,2 14,5 14,8 14,10 14,14 14,17 15,7 15,9 15,13 15,14 15,15 15,16 16,3 16,5 16,12 16,14 16,18 17,2 17,4 17,8 17,9 17,10 17,13 17,15 18,3 18,5 18,9 18,10 18,15 19,3 19,4 19,5 19,6 19,10 19,13 19,14 20,2 20,3 20,8 20,9 20,11 20,13 20,16 21,4 21,5 21,7 21,8 21,15 22,2 22,6 22,7 22,8 22,12 23,2 23,5 24,3 24,8 24,15 25,2 25,4 25,5 25,8 25,9 25,14 25,16 25,18 26,4 26,5 26,7 26,10 26,11 26,16 26,17 
[50 3 3] <65> 14,3 14,9 14,17 14,19 15,5 15,7 15,13 15,14 15,19 16,2 16,3 16,9 16,10 16,11 16,13 16,17 16,18 17,3 17,12 18,2 18,4 18,11 19,3 19,6 19,10 19,15 19,16 20,7 20,10 20,14 20,18 21,2 21,9 21,10 21,11 21,14 21,15 21,16 22,3 22,5 22,8 22,9 22,11 22,13 22,17 23,2 23,4 23,6 23,10 23,17 23,19 24,3 24,4 24,15 25,6 25,7 25,9 25,14 25,15 26,2 26,4 26,6 26,8 26,16 26,18 
[50 4 0] <62> 14,2 14,5 14,6 14,7 14,9 14,13 14,14 15,5 15,17 16,2 16,4 16,17 17,2 17,5 17,14 17,16 18,4 18,6 18,7 18,10 18,15 18,17 18,18 19,4 19,6 19,16 20,7 20,10 20,13 20,18 21,9 21,12 21,14 21,16 22,4 22,5 22,13 22,14 22,15 23,2 23,5 23,6 23,11 23,12 23,14 23,17 24,2 24,3 24,12 24,16 24,17 25,3 25,7 25,12 25,13 25,14 25,15 25,16 26,5 26,14 26,16 26,17 
[50 4 1] <62> 14,9 14,17 14,19 15,7 15,13 15,14 16,9 16,14 16,15 17,4 17,5 17,9 17,10 17,12 17,13 17,14 17,16 18,3 18,10 19,3 19,4 19,5 19,6 19,7 19,8 19,10 19,11 19,13 19,14 19,15 20,5 20,6 20,7 20,14 20,15 20,17 21,3 21,6 21,9 21,19 22,6 22,13 23,7 23,9 23,11 23,14 23,17 24,2 24,4 24,6 24,10 24,19 25,5 25,8 25,9 25,11 25,15 26,5 26,14 26,15 26,16 26,18 
[50 4 2] <46> 14,5 14,7 14,19 15,5 15,7 15,8 15,14 16,3 16,9 16,18 17,5 17,10 17,16 17,17 18,4 18,6 18,7 18,11 18,14 19,9 19,16 20,6 20,7 20,10 20,13 20,16 21,6 21,7 21,11 21,16 22,13 22,14 22,17 23,5 24,7 24,18 25,7 25,8 25,9 25,14 25,17 25,19 26,5 26,11 26,13 26,17 
[50 4 3] <58> 14,5 14,7 14,9 14,19 15,5 15,7 15,12 15,14 16,2 16,10 17,2 17,12 18,2 18,3 18,4 18,10 18,16 18,17 19,2 19,4 19,9 19,11 19,13 19,16 19,17 20,14 20,16 21,2 21,3 21,4 21,6 21,9 21,17 21,18 22,6 22,8 22,16 22,17 23,2 23,7 23,11 23,13 23,18 24,6 24,9 24,10 24,14 24,15 24,16 25,8 25,12 25,15 25,17 26,8 26,12 26,14 26,15 26,16 
[50 5 0] <82> 14,3 14,5 14,6 14,7 14,12 14,13 14,18 14,19 15,2 15,6 15,9 15,13 15,14 15,18 16,2 16,5 16,6 16,10 16,11 16,16 16,17 16,18 17,2 17,8 17,9 17,11 17,13 17,16 17,17 17,18 18,8 18,10 18,15 18,17 19,5 19,6 19,13 19,14 19,15 19,18 19,19 20,3 20,11 20,13 20,16 20,17 21,4 21,8 21,10 21,14 21,16 21,17 21,19 22,3 22,4 22,7 22,8 22,9 22,10 22,12 22,13 22,16 22,17 22,18 23,2 23,3 23,14 23,17 24,2 24,12 24,13 24,17 24,18 25,5 25,8 25,10 25,12 25,14 26,2 26,6 26,10 26,11 
[50 5 1] <76> 14,2 14,5 14,8 14,9 14,12 15,5 15,6 15,7 15,11 15,12 15,18 16,8 16,10 16,14 16,17 16,18 16,19 17,4 17,5 17,9 17,11 18,3 18,5 18,6 18,7 18,10 18,13 18,15 18,17 19,10 19,13 19,14 19,16 19,19 20,3 20,4 20,5 20,16 21,2 21,4 21,6 21,13 21,16 21,18 22,5 22,7 22,8 22,9 22,13 22,16 22,18 22,19 23,6 23,7 23,8 23,14 23,15 23,19 24,2 24,9 24,16 25,2 25,3 25,4 25,14 25,15 25,16 26,2 26,3 26,4 26,7 26,10 26,12 26,13 26,14 26,16 
